epoch,mean_loss,accuracy
67,0.013867637740443002,0.9922222222222222
68,0.01503245799769424,0.9966666666666667
69,0.01113971369083333,0.9966666666666667
70,0.011316352542497875,0.99
71,0.018118317518144043,0.9977777777777778
72,0.01179465009744203,0.9944444444444445
73,0.012529734407017167,0.9977777777777778
74,0.011854434892104604,0.9944444444444445
75,0.01403547293812366,0.9955555555555555
76,0.01955366611073637,0.9933333333333333
77,0.013661053853544231,0.9966666666666667
78,0.012469508638921219,0.9966666666666667
79,0.013646657579053296,0.9933333333333333
80,0.010936453714645324,0.9944444444444445
81,0.011819893540741273,0.9977777777777778
82,0.017443264928165315,0.9977777777777778
83,0.01685155145292006,0.9966666666666667
84,0.018517146789143735,0.9955555555555555
85,0.01139807788159061,0.9966666666666667
86,0.008230573996046209,0.9966666666666667
87,0.0102180477174764,0.9944444444444445
88,0.013278447298874218,0.9966666666666667
89,0.011282856424074873,0.9977777777777778
90,0.013188194862984287,0.9922222222222222
91,0.011802696564177534,0.9933333333333333
92,0.012038419374776128,0.9977777777777778
93,0.009706228875262376,0.9944444444444445
94,0.011083098392312595,0.9944444444444445
95,0.013010151313628208,0.9977777777777778
96,0.010191723367993906,0.9977777777777778
97,0.009009596036227932,0.9977777777777778
98,0.0077784369588775205,0.9966666666666667
99,0.012576838583564343,0.9944444444444445
100,0.015442716628275656,0.9966666666666667
101,0.011723333775203187,0.9955555555555555
102,0.012408861467138866,0.9966666666666667
103,0.008005218176469618,0.9955555555555555
104,0.0090089345206768,0.9966666666666667
105,0.007876071289619554,0.9966666666666667
106,0.013492853832942317,0.9944444444444445
107,0.015333474384780423,0.9944444444444445
108,0.014115633118360043,0.9966666666666667
109,0.008274534250766259,0.9944444444444445
110,0.016008969316014414,0.9955555555555555
111,0.010243509913831135,0.9977777777777778
112,0.008509983600889698,0.9911111111111112
113,0.012176808188592219,0.9977777777777778
114,0.008430403419607496,0.9966666666666667
115,0.01033735781039125,0.9977777777777778
116,0.011941405094120889,0.9966666666666667
117,0.008190275309042497,0.9966666666666667
118,0.012811117301137957,0.9977777777777778
119,0.009001964570469147,0.9955555555555555
120,0.01629356825779231,0.9933333333333333
121,0.009946879236727098,0.9977777777777778
122,0.008404277765918643,0.9966666666666667
123,0.007934719371165366,0.9966666666666667
124,0.010327681595264869,0.9966666666666667
125,0.017883145645959,0.9933333333333333
126,0.10326732748684611,0.9922222222222222
127,0.30823222074045065,0.9144444444444444
128,0.16253614609832417,0.9733333333333334
129,0.07263421018092654,0.99
130,0.01563975680802799,0.9955555555555555
131,0.011302409821998883,0.9944444444444445
132,0.011663158492812254,0.9977777777777778
133,0.009353462051688416,0.9977777777777778
134,0.009013329163296713,0.9977777777777778
135,0.013506089392707513,0.9955555555555555
136,0.009620925030896494,0.9944444444444445
137,0.012897090090959856,0.9944444444444445
138,0.015795514554470324,0.9966666666666667
139,0.012260155089916255,0.9977777777777778
140,0.009534415421983411,0.9933333333333333
141,0.012304609441372823,0.9933333333333333
142,0.01562995458255757,0.9955555555555555
143,0.010279494545257575,0.9977777777777778
144,0.01059148560414142,0.9966666666666667
145,0.0121252267171577,0.9966666666666667
146,0.009739664898930677,0.9955555555555555
147,0.012594999814287751,0.9944444444444445
148,0.015688872634360432,0.9966666666666667
149,0.008613583449968872,0.9977777777777778
150,0.009342615761682804,0.9977777777777778
151,0.009892302550294276,0.9966666666666667
152,0.009451960936379514,0.9977777777777778
153,0.00925919578207504,0.9966666666666667
154,0.009240467735830092,0.9888888888888889
155,0.0163324615114053,0.9955555555555555
156,0.016827270295633422,0.9944444444444445
157,0.011368939242295607,0.9966666666666667
158,0.010127191638737985,0.9977777777777778
159,0.008415019196244966,0.9977777777777778
160,0.007881379961465264,0.9977777777777778
161,0.009600746962133607,0.9944444444444445
162,0.008886128677987314,0.9955555555555555
163,0.007585717482350889,0.9977777777777778
164,0.008163094774324519,0.9977777777777778
165,0.008133159711917047,0.9955555555555555
166,0.009433277496433213,0.9944444444444445
167,0.020389608330931973,0.9944444444444445
168,0.012627777422257132,0.9966666666666667
169,0.011994471638745874,0.9966666666666667
170,0.008806460961745964,0.9977777777777778
171,0.013229061754376662,0.9955555555555555
172,0.008748579176084811,0.9977777777777778
173,0.007159025185404842,0.9944444444444445
174,0.010085439012649721,0.9966666666666667
175,0.01544671479035189,0.9944444444444445
176,0.009643698293258077,0.9977777777777778
177,0.008102710750415725,0.9977777777777778
178,0.008459553587583615,0.9944444444444445
179,0.022364808173800436,0.9977777777777778
180,0.047587554562558705,0.9922222222222222
181,0.1112576851228195,0.9955555555555555
182,0.02620514535230451,0.9933333333333333
183,0.1121599985932112,0.99
184,0.07953123124345617,0.9977777777777778
185,0.05715695738780246,0.99
186,0.018608002669680143,0.9966666666666667
187,0.02382257191643811,0.9977777777777778
188,0.015509943513397762,0.9977777777777778
189,0.010403959009254128,0.9977777777777778
190,0.011418149984854808,0.9966666666666667
191,0.011880657741696532,0.9955555555555555
192,0.010558848547132436,0.9977777777777778
193,0.008865326998477599,0.9944444444444445
194,0.010142294776796,0.9966666666666667
195,0.009919134328719277,0.9977777777777778
196,0.008720936816863513,0.9977777777777778
197,0.014818260018383163,0.9966666666666667
198,0.008446965568272723,0.9966666666666667
199,0.01135906012212187,0.9966666666666667
