regrowth,target_sparsity,mean_achieved_sparsity,mean_accuracy,std_accuracy,n_seeds
False,0.9,0.9000234962406015,0.9966666666666667,0.0007027283689263111,5
False,0.95,0.9500117481203008,0.9953333333333333,0.0019116278371205807,5
True,0.9,0.9000234962406015,0.9488888888888889,0.046798754863672645,5
True,0.95,0.9500117481203008,0.9102222222222223,0.11589565336601629,5
