step,sparsity,mean_loss,accuracy
7453,0.9000234962406015,0.01030093854126251,0.9944444444444445
7482,0.9000234962406015,0.015656176111114084,0.9966666666666667
7511,0.9000234962406015,0.008824982610939199,0.9977777777777778
7540,0.9000234962406015,0.006072111454823976,0.9966666666666667
7569,0.9000234962406015,0.00746064524111353,0.9977777777777778
7598,0.9000234962406015,0.008181188840780883,0.9977777777777778
7627,0.9000234962406015,0.007305870670484394,0.9977777777777778
7656,0.9000234962406015,0.008634218769301765,0.9977777777777778
7685,0.9000234962406015,0.007252971168918516,0.9977777777777778
7714,0.9000234962406015,0.007723191099935036,0.9977777777777778
7743,0.9000234962406015,0.01044084515411969,0.9966666666666667
7772,0.9000234962406015,0.00941108266551419,0.9977777777777778
7801,0.9000234962406015,0.008026744087266155,0.9977777777777778
7830,0.9000234962406015,0.007649493360409042,0.9955555555555555
7859,0.9000234962406015,0.010556398655251919,0.9944444444444445
7888,0.9000234962406015,0.0073163680474056005,0.9977777777777778
7917,0.9000234962406015,0.0069721551788930625,0.9977777777777778
7946,0.9000234962406015,0.007696026570571381,0.9977777777777778
7975,0.9000234962406015,0.010082328068850255,0.9977777777777778
8004,0.9000234962406015,0.006546983780961166,0.9977777777777778
8033,0.9000234962406015,0.007393791646485702,0.9977777777777778
8062,0.9000234962406015,0.009941779474948608,0.9977777777777778
8091,0.9000234962406015,0.007704920225565356,0.9977777777777778
8120,0.9000234962406015,0.006426584170170584,0.9966666666666667
8149,0.9000234962406015,0.007764519876879271,0.9977777777777778
8178,0.9000234962406015,0.007179843970690003,0.9977777777777778
8207,0.9000234962406015,0.02737793550576617,0.9977777777777778
8236,0.9000234962406015,0.06737482677624747,0.9766666666666667
8265,0.9000234962406015,0.06372162744337152,0.9822222222222222
8294,0.9000234962406015,0.05847171606419412,0.9922222222222222
8323,0.9000234962406015,0.03976934767813169,0.9944444444444445
8352,0.9000234962406015,0.01218479615067597,0.9977777777777778
8381,0.9000234962406015,0.019717306418335332,0.9977777777777778
8410,0.9000234962406015,0.01834088735955335,0.9966666666666667
8439,0.9000234962406015,0.010579425142602135,0.9977777777777778
8468,0.9000234962406015,0.009401960567819247,0.9977777777777778
8497,0.9000234962406015,0.007834017661938664,0.9977777777777778
8526,0.9000234962406015,0.008406200651322315,0.9977777777777778
8555,0.9000234962406015,0.007779588322321052,0.9977777777777778
8584,0.9000234962406015,0.006940571990448763,0.9977777777777778
8613,0.9000234962406015,0.006735875766368244,0.9977777777777778
8642,0.9000234962406015,0.006763230542045113,0.9977777777777778
8671,0.9000234962406015,0.006860634518016392,0.9977777777777778
8700,0.9000234962406015,0.007377778152632235,0.9977777777777778
